Time_s,BaselineRelativeSpeed_rad_s,resistor_RelativeSpeed_rad_s,distal_RelativeSpeed_rad_s,motorwheel_RelativeSpeed_rad_s,oildamper_RelativeSpeed_rad_s
0.00775,0.0775047103051651,0.0493443675634748,0.0759366067157923,0.0785741223984875,0.0704714038228004
0.008,0.0801948951054752,0.0509814777962756,0.0784557055741213,0.0738113652532499,0.0727228374224695
0.00825,0.0828761092384496,0.0526131112557127,0.0809539255931875,0.0685994225060775,0.0749535992519361
0.0085,0.0855481318500342,0.0542391399755324,0.0834306769525748,0.0629711679213671,0.0771636152493158
0.00875,0.0882107459592141,0.0558594365158687,0.0858853783127769,0.0569619815271252,0.0793528158729417
0.009,0.0908637376672119,0.0574738739686693,0.0883174561419149,0.0506095249808105,0.0815211352946061
0.00925,0.0935068955826712,0.059082325964892,0.0907263442567015,0.0439535039481251,0.0836685108087791
0.0095,0.0961400104049557,0.0606846666827416,0.0931114835198796,0.0370354188157003,0.085794882399956
0.00975,0.098762874623227,0.0622807708565105,0.0954723216518505,0.0298983051719781,0.0879001924257777
0.01,0.101375282300288,0.0638705137857598,0.0978083131254817,0.0225864655830503,0.0899843853849012
0.01025,0.103977028918468,0.065453771344687,0.100118919121406,0.0151451942645653,0.0920474077469055
0.0105,0.106567911270921,0.0670304199915801,0.102403607527172,0.00762049630874806,0.0940892078275984
0.01075,0.109147727386161,0.0686003367783061,0.10466185296808,5.88031686707957e-05,0.0961097356975419
0.011,0.111716276476897,0.0701633993597972,0.106893136860733,-0.00749331386904917,0.0981089431148748
0.01125,0.114273358906664,0.0717194860035155,0.109096947482801,-0.0149894304760152,0.100086783475902
0.0115,0.116818776169436,0.0732684755988782,0.11127278005416,-0.0223835545878601,0.102043211778667
0.01175,0.119352330878731,0.0748102476666421,0.113420136825908,-0.0296304084825132,0.103978184595999
0.012,0.121873826763642,0.0763446823682377,0.115538527174651,-0.036685705909774,0.105891660055478
0.01225,0.124383068669913,0.077871660515052,0.117627467700182,-0.0435064225828086,0.107783597824435
0.0125,0.126879862564686,0.0793910635776549,0.119686482325119,-0.0500510583847475,0.10965395909861
0.01275,0.129364015543895,0.0809027736949735,0.121715102395516,-0.056279889696611,0.111502706593463
0.013,0.1318353358416,0.0824066736834039,0.12371286678165,-0.0621552103157592,0.113329804537404
0.01325,0.13429363284068,0.0839026470458655,0.125679321978439,-0.0676415595066016,0.115135218666395
0.0135,0.136738717084523,0.0853905779808,0.127614022205061,-0.072705935806749,0.116918916219531
0.01375,0.139170400289406,0.0868703513911067,0.129516529503478,-0.0773179953017276,0.118680865935317
0.014,0.141588495357341,0.0883418528930151,0.131386413835615,-0.0814502331790843,0.12042103804842
0.01425,0.143992816389261,0.0898049688249025,0.133223253179024,-0.0850781474776499,0.122139404286748
0.0145,0.146383178698402,0.0912595862560388,0.135026633620895,-0.0881803840591235,0.123835937868735
0.01475,0.148759398823808,0.0927055929952787,0.136796149450312,-0.0907388619464227,0.125510613500761
0.015,0.151121294543902,0.094142877599686,0.138531403248677,-0.0927388782954774,0.127163407374633
0.01525,0.153468684890067,0.0955713293830871,0.140232005978216,-0.0941691923937911,0.128794297165092
0.0155,0.155801390160212,0.096990838424575,0.141897577068552,-0.095022088209141,0.130403262027311
0.01575,0.158119231932292,0.0984012955769282,0.14352774450126,-0.0952934151445977,0.131990282594359
0.016,0.160422033077764,0.0998025924749797,0.145122144892401,-0.0949826067906829,0.133555340974615
0.01625,0.162709617774971,0.10119462154391,0.146680423572981,-0.0940926776011866,0.135098420749124
0.0165,0.164981811522435,0.102577276007472,0.148202234667329,-0.0926301975550312,0.136619506968873
0.01675,0.167238441152061,0.103950449896156,0.149687241169344,-0.0906052450018433,0.138118586151998
0.017,0.169479334842232,0.105314038055274,0.151135115016616,-0.0880313380226401,0.139595646280906
0.01725,0.171704322130806,0.106667936152987,0.152545537162386,-0.0849253447685516,0.141050676799309
0.0175,0.173913233928004,0.108012040688249,0.153918197645321,-0.0813073733688738,0.142483668609174
0.01775,0.176105902529175,0.109346248998692,0.155252795657106,-0.077200642124259,0.143894614067581
0.018,0.178282161627465,0.110670459268432,0.156549039607824,-0.0726313308207325,0.145283506983495
0.01825,0.180441846326354,0.111984570535805,0.157806647189103,-0.0676284141147248,0.14665034261444
0.0185,0.182584793152081,0.113288482701039,0.159025345435037,-0.0622234780477617,0.147995117663091
0.01875,0.184710840065952,0.114582096533832,0.160204870780841,-0.0564505208511723,0.149317830273771
0.019,0.18681982647652,0.115865313680882,0.161344969119254,-0.0503457392956022,0.150618480028852
0.01925,0.188911593251646,0.117138036673323,0.162445395854646,-0.0439473019265972,0.151897067945073
0.0195,0.190985982730445,0.118400168934094,0.163505915954859,-0.0372951106056392,0.153153596469769
0.01975,0.193042838735093,0.119651614785238,0.164526304000726,-0.0304305518452348,0.154388069476998
0.02,0.195082006582518,0.120892279455111,0.16550634423329,-0.0233962394865634,0.155600492263591
0.02025,0.197103333095964,0.122122069085531,0.166445830598704,-0.0162357503185313,0.156790871545108
0.0205,0.199106666616423,0.123340890738835,0.167344566790796,-0.00899335427740944,0.157959215451702
0.02075,0.201091857013948,0.124548652404873,0.168202366291298,-0.00171374089646381,0.159105533523904
0.021,0.203058755698825,0.125745263007909,0.169019052407726,0.00555825630512308,0.160229836708308
0.02125,0.205007215632626,0.126930632413455,0.169794458308911,0.0127779357952833,0.161332137353181
0.0215,0.206937091339125,0.128104671435023,0.170528427058169,0.0199010026662925,0.162412449203976
0.02175,0.208848238915086,0.129267291840793,0.171220811644096,0.0268838402498663,0.163470787398769
0.022,0.210740516040912,0.130418406360209,0.171871475008996,0.0336837770456153,0.1645071684636
0.02225,0.212613781991176,0.131557928690485,0.172480290074936,0.0402593473302724,0.165521610307739
0.0225,0.214467897644998,0.13268577350304,0.173047139767405,0.0465705438571442,0.166514132218859
0.02275,0.216302725496305,0.133801856449843,0.173571917036599,0.0525790611068242,0.167484754858134
0.023,0.218118129663942,0.13490609416968,0.174054524876309,0.0582485276112847,0.168433500255245
0.02325,0.219913975901661,0.135998404294341,0.174494876340414,0.0635447259434403,0.169360391803309
0.0235,0.221690131607958,0.137078705454718,0.174892894556986,0.0684357990428022,0.170265454253727
0.02375,0.223446465835786,0.138146917286826,0.175248512739987,0.0728924416344001,0.171148713710943
0.024,0.22518284930212,0.139202960437733,0.175561674198579,0.0768880755921675,0.172010197627133
0.02425,0.226899154397387,0.140246756571417,0.175832332344024,0.0803990081989072,0.172849934796804
0.0245,0.228595255194759,0.141278228374527,0.176060450694193,0.083404572362118,0.173667955351322
0.02475,0.230271027459301,0.142297299562062,0.176246002875668,0.0858872479577015,0.174464290753351
0.025,0.23192634865698,0.143303894882972,0.176388972623459,0.0878327635912144,0.175238973791225
0.02525,0.233561097963535,0.144297940125664,0.176489353778301,0.0892301781880791,0.175992038573232
0.0255,0.235175156273198,0.145279362123424,0.176547150281591,0.0900719419493372,0.17672352052183
0.02575,0.236768406207281,0.146248088759755,0.176562376167896,0.0903539363372938,0.177433456367778
0.026,0.238340732122615,0.147204048973627,0.176535055555109,0.090075492884989,0.178121884144197
0.02625,0.239892020119841,0.148147172764642,0.17646522263219,0.0892393907540656,0.178788843180556
