Flexible Shaft
9/10/2026 3:35:03 PM
Sample Rate (Hz) = 2000.00
Effective Sample Rate (Hz) = 2000.00
time (s)	Voltage (V)	Current (A)	Distal Tach (rad/s)	Motor Tach (rad/s)
0.2140	1.9911	0.7959	-0.0059	0.0099
0.2145	1.9916	0.7971	-0.0046	0.0020
0.2150	1.9917	0.8003	-0.0062	0.0071
0.2155	1.9914	0.7998	-0.0033	0.0037
0.2160	1.9918	0.7997	-0.0054	0.0080
0.2165	1.9915	0.8000	-0.0043	0.0059
0.2170	1.9914	0.8016	-0.0072	0.0080
0.2175	1.9911	0.7973	-0.0038	0.0078
0.2180	1.9914	0.7974	-0.0043	0.0039
0.2185	1.9908	0.8009	-0.0074	0.0041
0.2190	1.9914	0.8006	-0.0056	0.0094
0.2195	1.9914	0.7985	-0.0078	0.0061
0.2200	1.9912	0.7996	-0.0054	0.0060
0.2205	1.9913	0.8016	-0.0043	0.0041
0.2210	1.9911	0.8005	-0.0031	0.0057
0.2215	1.9909	0.8017	-0.0056	0.0025
0.2220	1.9910	0.8050	-0.0062	0.0041
0.2225	1.9909	0.8012	-0.0061	0.0024
0.2230	1.9913	0.8033	-0.0053	0.0011
0.2235	1.9912	0.8006	-0.0053	0.0052
0.2240	1.9912	0.8014	-0.0047	0.0056
0.2245	1.9910	0.7984	-0.0045	0.0067
0.2250	1.9911	0.8015	-0.0033	0.0034
0.2255	1.9912	0.7987	-0.0048	0.0060
0.2260	1.9916	0.8002	-0.0062	0.0056
0.2265	1.9911	0.7961	-0.0048	0.0063
0.2270	1.9908	0.7973	-0.0051	0.0107
0.2275	1.9913	0.7993	-0.0057	0.0057
0.2280	1.9913	0.8000	-0.0050	0.0086
0.2285	1.9911	0.8030	-0.0059	0.0076
0.2290	1.9911	0.7985	-0.0048	0.0068
0.2295	1.9907	0.8041	-0.0071	-0.0004
0.2300	1.9912	0.8019	-0.0049	0.0024
0.2305	1.9908	0.8000	-0.0046	-0.0012
0.2310	1.9913	0.8025	-0.0031	0.0074
0.2315	1.9910	0.8002	-0.0039	0.0114
0.2320	1.9910	0.8017	-0.0060	0.0052
0.2325	1.9908	0.8025	-0.0045	0.0060
0.2330	1.9913	0.8027	-0.0045	0.0087
0.2335	1.9909	0.8010	-0.0060	0.0107
0.2340	1.9911	0.7999	-0.0052	0.0056
0.2345	1.9910	0.7993	-0.0057	0.0071
0.2350	1.9912	0.8019	-0.0050	0.0018
0.2355	1.9911	0.8007	-0.0043	0.0059
0.2360	1.9912	0.8044	-0.0046	0.0066
0.2365	1.9908	0.8009	-0.0033	0.0040
0.2370	1.9910	0.8032	-0.0034	0.0062
0.2375	1.9915	0.7984	-0.0056	0.0034
0.2380	1.9912	0.7983	-0.0054	0.0076
0.2385	1.9912	0.8001	-0.0044	0.0080
0.2390	1.9910	0.8005	-0.0050	0.0107
0.2395	1.9910	0.7985	-0.0056	0.0024
0.2400	1.9911	0.8012	-0.0046	-0.0020
0.2405	1.9914	0.7991	-0.0070	0.0036
0.2410	1.9912	0.8040	-0.0060	0.0020
0.2415	1.9912	0.8028	-0.0050	0.0076
0.2420	1.9910	0.7982	-0.0049	0.0095
0.2425	1.9912	0.7967	-0.0057	0.0042
0.2430	1.9914	0.8019	-0.0048	0.0035
0.2435	1.9912	0.7983	-0.0062	0.0104
0.2440	1.9912	0.8001	-0.0063	0.0063
0.2445	1.9913	0.8026	-0.0036	0.0010
0.2450	1.9913	0.8003	-0.0048	-0.0005
0.2455	1.9916	0.7968	-0.0047	0.0025
0.2460	1.9916	0.7977	-0.0051	0.0049
0.2465	1.9911	0.8003	-0.0051	0.0030
0.2470	1.9915	0.7980	-0.0029	0.0026
0.2475	1.9916	0.7964	-0.0059	0.0046
0.2480	1.9916	0.7965	-0.0046	0.0015
0.2485	1.9919	0.7995	-0.0055	0.0031
0.2490	1.9914	0.7982	-0.0062	0.0068
0.2495	1.9915	0.7962	-0.0030	0.0004
0.2500	1.9912	0.7972	-0.0060	0.0070
0.2505	1.9913	0.7976	-0.0054	0.0086
0.2510	1.9911	0.7977	-0.0059	0.0069
0.2515	1.9914	0.8004	-0.0041	0.0084
0.2520	1.9914	0.7979	-0.0054	-0.0001
0.2525	1.9915	0.7998	-0.0059	0.0088
0.2530	1.9911	0.8005	-0.0062	0.0031
0.2535	1.9914	0.7987	-0.0028	0.0115
0.2540	1.9910	0.8046	-0.0047	-0.0004
0.2545	1.9909	0.8011	-0.0071	0.0016
0.2550	1.9916	0.8008	-0.0036	0.0059
0.2555	1.9910	0.7972	-0.0024	0.0062
0.2560	1.9914	0.8007	-0.0067	0.0063
0.2565	1.9913	0.7991	-0.0021	0.0084
0.2570	1.9914	0.7978	-0.0055	0.0047
0.2575	1.9916	0.7968	-0.0069	0.0005
0.2580	1.9911	0.8002	-0.0046	0.0091
0.2585	1.9915	0.8018	-0.0051	0.0062
